date,ts_ms,coin,ret12,ret24,ret7d,day2_ret24,pump_max5m,mins_since_high12,retrace_from_high,vwap_dist,volr_15m,volr_1h,volr_2h,vol24_usd,oi_usd,funding_1h,funding_8h_sum,premium,spread_bps,depth_bid_05,depth_ask_05,btc_ret24,eth_ret24,breadth_up5,rank24,r30m,r1h,r2h,r3h,r6h,r24h,mae3h,fund_paid_3h,e18_r1h,e18_r2h,e18_r3h,e18_mae3h
2026-07-04,1783204474243,CHIP,-0.030912,0.021487,0.047730,0.015602,0.011792,610,0.054866,-0.024761,0.033074,0.091441,0.073208,1628765,4361869,0.000013,,-0.000063,,,,0.010291,0.015176,9,26,0.000440,-0.004552,-0.010235,-0.019277,-0.032872,-0.011240,0.003140,0.000038,-0.004397,-0.011508,-0.017214,-0.001216
2026-07-04,1783204474243,GRAM,-0.017018,0.064630,,0.012986,0.008925,590,0.024151,-0.005909,0.028294,0.066744,0.222382,10540851,21189160,0.000013,0.000106,0.000340,7.21,35664,29381,0.010291,0.015176,9,6,-0.008823,-0.021586,-0.024139,-0.022196,-0.012985,-0.005660,0.001998,0.000038,-0.004936,-0.019244,-0.022904,0.002551
2026-07-11,1783809190795,BTC,0.001605,0.002167,0.018487,0.014709,0.001507,475,0.003101,0.000368,1.265194,0.826262,0.808172,689678806,2418243821,0.000013,,0.000109,,,,0.002167,0.010854,7,97,-0.000762,-0.006594,-0.007512,-0.004604,-0.004526,-0.007823,0.000031,0.000038,-0.002377,-0.008375,-0.008281,0.001212
2026-07-11,1783809190795,ETH,0.009001,0.010854,0.019595,0.029513,0.004013,290,0.007162,-0.000441,2.041854,0.894926,0.831964,366356223,1460215948,0.000013,,-0.000165,,,,0.002167,0.010854,7,53,-0.000661,-0.014646,-0.016793,-0.007378,-0.005121,-0.007819,0.000496,0.000038,-0.005756,-0.020229,-0.019571,0.000000
2026-07-11,1783809190795,ATOM,-0.001316,0.005362,0.001823,0.023172,0.003069,150,0.008461,-0.001063,0.900373,0.828326,0.783971,384047,2059327,0.000013,,-0.000815,,,,0.002167,0.010854,7,83,-0.001380,-0.009598,-0.013990,-0.007528,-0.009473,-0.018507,-0.000063,-0.000045,-0.006064,-0.013252,-0.017191,0.000938
2026-07-11,1783809190795,DYDX,0.001392,-0.015880,-0.003232,-0.026697,0.004264,120,0.010013,0.000114,5.715775,1.785878,2.298328,1214277,3478951,0.000013,,0.000387,,,,0.002167,0.010854,7,156,-0.001621,-0.011350,-0.015366,-0.005945,-0.005173,0.008571,0.000463,0.000038,-0.003398,-0.012975,-0.018613,0.002780
2026-07-11,1783809190795,SOL,-0.001076,-0.001767,-0.046588,0.001089,0.003272,430,0.012738,-0.003364,2.301570,0.851846,0.732816,101410935,421141479,0.000013,,-0.000256,,,,0.002167,0.010854,7,116,-0.001077,-0.013953,-0.025315,-0.016659,-0.016492,-0.017018,0.000731,0.000038,-0.004373,-0.018680,-0.027399,0.000486
2026-07-11,1783809190795,AVAX,-0.001146,-0.004141,-0.036531,0.008819,0.002227,440,0.011331,-0.005029,2.794423,1.870691,1.597055,1096317,14175464,0.000013,,-0.000060,,,,0.002167,0.010854,7,124,-0.003293,-0.021677,-0.036710,-0.032166,-0.029633,-0.047318,-0.000417,0.000027,-0.007259,-0.027047,-0.042708,0.000089
2026-07-11,1783809190795,BNB,0.003143,0.009681,0.010102,0.012245,0.001532,475,0.003499,0.001390,1.412718,0.499014,0.480205,2029501,25740554,0.000013,,-0.000139,,,,0.002167,0.010854,7,62,-0.000895,-0.009536,-0.016147,-0.013840,-0.012067,-0.012618,-0.000069,0.000038,-0.001738,-0.011116,-0.017638,0.001428
2026-07-11,1783809190795,APE,0.008120,-0.016222,0.079039,-0.045270,0.007879,25,0.007865,0.007332,1.993089,2.015774,1.221155,413261,989550,0.000013,,0.000000,,,,0.002167,0.010854,7,157,0.000063,-0.020174,-0.011039,0.004758,0.004187,-0.035272,0.006851,0.000038,-0.008524,-0.017238,-0.012629,0.003536
2026-07-11,1783809190795,OP,0.001822,0.010835,-0.029174,0.013332,0.008606,125,0.024552,-0.011035,1.904843,1.031657,1.166741,367321,3336991,0.000011,,-0.000191,,,,0.002167,0.010854,7,54,-0.005651,-0.026437,-0.035057,-0.025479,-0.023180,-0.038889,0.001245,0.000002,-0.014971,-0.035342,-0.045386,0.000948
2026-07-11,1783809190795,LTC,0.002305,0.010253,0.008204,0.021752,0.003489,80,0.006459,0.002222,0.887502,0.472720,0.383935,1354659,12756579,0.000013,,-0.000488,,,,0.002167,0.010854,7,58,-0.001526,-0.010281,-0.016893,-0.012338,-0.012758,-0.024941,0.000000,0.000038,-0.004432,-0.015436,-0.018942,0.000992
2026-07-11,1783809190795,ARB,0.062690,0.054569,0.220478,0.061465,0.022050,45,0.020102,0.009161,2.710598,0.923293,1.043930,16296744,11039370,0.000013,0.000100,0.000204,1.02,64882,84167,0.002167,0.010854,7,5,0.000408,-0.028391,-0.015931,-0.018178,0.022978,-0.048917,0.002247,0.000038,-0.006486,-0.036891,-0.034053,0.002635
2026-07-11,1783809190795,DOGE,0.004621,0.009462,-0.036622,0.016785,0.003148,425,0.010165,-0.002247,0.763015,0.961738,0.871184,3575698,26241678,0.000001,,-0.000508,,,,0.002167,0.010854,7,64,-0.002580,-0.018527,-0.029127,-0.022657,-0.022724,-0.030744,0.000147,0.000010,-0.006737,-0.025429,-0.033111,0.000599
2026-07-11,1783809190795,INJ,-0.007281,-0.001775,0.040765,0.037051,0.007338,710,0.018188,-0.008357,1.437943,0.598572,0.569819,1485397,3439442,0.000013,,-0.000430,,,,0.002167,0.010854,7,117,0.001499,-0.010275,-0.011574,-0.023828,-0.009755,-0.033623,0.003218,0.000038,-0.007122,-0.021705,-0.030513,0.000040
2026-07-11,1783809190795,SUI,-0.000713,0.005441,-0.024710,0.030375,0.004121,195,0.010984,-0.003129,1.260135,0.718960,0.622490,14218276,31917594,0.000013,,0.000458,,,,0.002167,0.010854,7,82,-0.002032,-0.016058,-0.023502,-0.017929,-0.016220,-0.010405,0.000215,0.000038,-0.006569,-0.022762,-0.029090,0.000121
2026-07-11,1783809190795,kPEPE,-0.005745,-0.010718,0.012061,0.073236,0.005353,440,0.023625,-0.009716,4.525197,1.253462,1.214128,4164442,14548627,0.000013,,0.000000,,,,0.002167,0.010854,7,144,0.000000,-0.015173,-0.026012,-0.017341,-0.016618,-0.005058,0.001445,0.000038,-0.013557,-0.033535,-0.041384,0.001070
2026-07-11,1783809190795,CRV,0.026252,0.028698,-0.002641,0.010072,0.007192,190,0.025841,0.000041,1.261160,0.998369,1.178039,1504984,6020101,0.000013,0.000072,-0.000142,2.37,31192,24452,0.002167,0.010854,7,20,-0.000853,-0.013451,-0.017098,-0.010325,-0.014209,-0.019797,0.001089,0.000038,-0.005741,-0.020659,-0.025929,0.000659
2026-07-11,1783809190795,LDO,0.042929,0.061158,0.169216,0.002637,0.013557,145,0.033975,0.010000,0.704576,0.403875,0.445479,2351748,8737675,0.000013,0.000100,0.000000,3.14,40162,41008,0.002167,0.010854,7,3,-0.004087,-0.020782,-0.037351,-0.031849,-0.030717,-0.030089,0.002515,0.000038,-0.017333,-0.037399,-0.050756,0.003665
2026-07-11,1783809190795,LINK,0.001424,0.005858,0.001324,0.030881,0.002368,295,0.012670,-0.004327,1.112799,0.440580,0.635258,3201433,38657535,0.000013,,0.000000,,,,0.002167,0.010854,7,76,-0.001396,-0.012030,-0.016069,-0.008701,-0.000449,-0.006532,-0.000112,0.000038,-0.005750,-0.017274,-0.019000,0.000137
2026-07-11,1783809190795,STX,-0.004823,0.010024,0.001329,0.014845,0.003549,580,0.021621,-0.005695,0.791563,1.144287,0.951910,222355,387636,0.000005,,-0.000231,,,,0.002167,0.010854,7,60,-0.001963,-0.014663,-0.008486,0.000058,0.016972,-0.019223,0.000635,-0.000000,-0.007526,-0.015913,-0.013443,0.005228
2026-07-11,1783809190795,CFX,0.027311,0.038034,-0.025343,0.014003,0.004775,215,0.020060,0.005421,1.695497,1.721825,1.161845,133984,2925864,0.000028,0.000100,0.000673,3.59,20183,9249,0.002167,0.010854,7,14,-0.000918,-0.014131,-0.018206,-0.016056,-0.013369,-0.008174,0.000000,0.000063,-0.009795,-0.024765,-0.030429,-0.000111
2026-07-11,1783809190795,GMX,-0.002250,-0.010985,0.006489,0.013698,0.007506,260,0.023773,-0.010241,2.878320,1.215843,0.862093,159578,499202,0.000013,,0.000000,,,,0.002167,0.010854,7,145,0.000601,-0.009990,-0.011410,-0.008136,-0.005613,-0.039909,0.001136,0.000038,-0.011386,-0.021516,-0.021616,0.001570
2026-07-11,1783809190795,SNX,-0.014658,-0.002220,-0.007533,0.060959,0.011372,735,0.027863,-0.011157,0.389218,0.493121,0.454810,280697,653435,-0.000038,,0.000000,,,,0.002167,0.010854,7,118,0.004190,-0.005587,-0.007638,0.016935,0.055126,0.050151,0.017764,-0.000037,-0.008625,-0.007623,-0.003964,0.010585
2026-07-11,1783809190795,XRP,0.002166,0.005614,-0.040356,0.010154,0.002603,200,0.007685,-0.001837,4.315535,1.432468,1.231024,9441429,83698774,0.000013,,-0.000270,,,,0.002167,0.010854,7,79,-0.001351,-0.010716,-0.015669,-0.012517,-0.013778,-0.023863,0.000630,0.000038,-0.005561,-0.016682,-0.020090,-0.000179
2026-07-11,1783809190795,BCH,0.003487,0.009464,0.046608,0.031777,0.004357,460,0.010160,-0.002156,0.546125,0.430302,0.432226,1074264,7218168,0.000013,,-0.000202,,,,0.002167,0.010854,7,63,0.000889,-0.011075,-0.012894,-0.007437,-0.015642,-0.024292,0.000930,0.000038,0.002145,-0.012590,-0.013278,0.002793
2026-07-11,1783809190795,APT,0.003939,0.012234,0.015299,0.007362,0.006267,155,0.015149,-0.001524,0.523190,0.357691,0.440647,717449,3703630,0.000013,,-0.000470,,,,0.002167,0.010854,7,49,-0.003450,-0.019915,-0.023052,-0.018974,-0.017093,-0.045162,-0.000157,0.000031,-0.009507,-0.027276,-0.030081,0.000000
2026-07-11,1783809190795,AAVE,0.034405,0.052049,0.135731,0.047611,0.008848,135,0.014096,0.006466,0.434181,0.215796,0.689527,24931495,88684520,0.000013,0.000094,0.000298,0.99,196211,208417,0.002167,0.010854,7,6,-0.005460,-0.019855,-0.028313,-0.017512,-0.022813,-0.028820,0.000993,0.000038,-0.006058,-0.025611,-0.029752,0.002979
2026-07-11,1783809190795,COMP,0.021455,0.032195,0.013354,-0.007078,0.011625,20,0.004697,0.016455,1.191865,0.531155,0.463067,100911,863774,0.000013,0.000100,0.000000,4.03,60403,9490,0.002167,0.010854,7,17,-0.004489,-0.018416,-0.014100,-0.013755,-0.012546,-0.024229,0.000173,0.000038,-0.009187,-0.018431,-0.020556,0.002469
2026-07-11,1783809190795,WLD,-0.002454,0.055746,-0.053862,-0.004648,0.010551,295,0.036257,-0.013776,0.582072,0.686681,1.146141,19471291,42402025,0.000013,0.000189,0.000697,0.25,35699,67582,0.002167,0.010854,7,4,0.000348,-0.009994,-0.004326,-0.003779,-0.007532,0.035947,0.001616,0.000054,-0.008819,-0.019805,-0.012686,0.000887
2026-07-11,1783809190795,YGG,-0.000631,0.005581,-0.045564,0.022454,0.006273,235,0.016465,-0.007218,2.298903,1.355194,0.976123,108566,104360,0.000013,,0.000000,,,,0.002167,0.010854,7,81,0.000090,-0.015734,-0.024706,-0.015464,-0.001578,-0.017357,0.000451,0.000038,-0.007529,-0.025050,-0.033027,0.001344
2026-07-11,1783809190795,TRX,-0.000091,0.000727,0.016426,-0.005452,0.001426,440,0.003408,0.000581,0.527295,0.200347,0.174475,906717,16370946,0.000001,,-0.000405,,,,0.002167,0.010854,7,104,-0.001089,-0.002784,-0.003147,-0.002602,-0.002632,0.002118,0.000030,-0.000022,-0.001694,-0.003085,-0.003750,0.000363
2026-07-11,1783809190795,kSHIB,-0.007731,-0.007731,-0.021086,0.025653,0.003177,440,0.016009,-0.008705,3.925870,2.049914,1.431703,348497,2591174,0.000013,,0.000000,,,,0.002167,0.010854,7,134,-0.001374,-0.012597,-0.018094,-0.015575,-0.013743,-0.032753,-0.000229,0.000038,-0.006613,-0.017560,-0.024173,0.000000
2026-07-11,1783809190795,UNI,0.034921,0.067139,0.169936,0.038361,0.015418,85,0.021653,0.008681,0.428880,0.377205,0.649401,10762186,22444205,0.000013,0.000100,0.000000,2.39,32908,51512,0.002167,0.010854,7,2,-0.002974,-0.019387,-0.030594,-0.023689,-0.033329,-0.038029,-0.001381,0.000038,-0.008070,-0.032254,-0.031672,0.002646
2026-07-11,1783809190795,SEI,0.004048,-0.001262,-0.003975,0.002852,0.004501,150,0.020740,-0.004513,1.210149,0.646554,0.519531,434487,1550554,0.000009,,-0.000461,,,,0.002167,0.010854,7,112,-0.001002,-0.015599,-0.020371,-0.016681,-0.013072,-0.028009,0.000261,0.000016,-0.007301,-0.022580,-0.025413,0.000199
2026-07-11,1783809190795,RUNE,0.013731,0.018553,-0.013269,0.014578,0.007528,235,0.006630,0.008064,1.708863,0.861660,0.530960,174450,1525923,0.000013,,0.000000,,,,0.002167,0.010854,7,32,-0.001027,-0.013150,-0.011757,-0.009044,-0.009679,-0.018576,-0.000318,0.000038,-0.003172,-0.013907,-0.014029,0.000683
2026-07-11,1783809190795,ZRO,0.008527,0.003937,0.021555,0.022893,0.006961,775,0.016265,0.006210,1.181183,0.619699,0.336249,3695794,27657238,0.000035,,0.001442,,,,0.002167,0.010854,7,85,-0.005083,-0.012466,-0.020956,-0.022010,-0.021419,-0.070983,0.003514,0.000126,0.004903,-0.010313,-0.019017,0.009298
2026-07-11,1783809190795,DOT,-0.013997,-0.009564,-0.017825,0.061557,0.004505,725,0.021866,-0.012014,10.539735,3.357206,1.948000,1110684,4475955,0.000013,,0.000000,,,,0.002167,0.010854,7,139,-0.003559,-0.017715,-0.019351,-0.012601,-0.015342,-0.025916,0.000035,0.000038,-0.012719,-0.026375,-0.028076,0.001827
2026-07-11,1783809190795,BANANA,0.020364,0.009393,0.074665,0.043558,0.013745,600,0.015234,0.006204,1.870892,0.736510,0.523335,116557,222673,0.000013,,0.000000,,,,0.002167,0.010854,7,65,-0.000299,-0.014930,-0.010262,0.004548,0.015169,0.026239,0.004548,0.000038,-0.001526,-0.016937,-0.002633,0.002843
2026-07-11,1783809190795,TRB,-0.006811,-0.001421,-0.039699,-0.001290,0.004729,255,0.020283,-0.010641,0.334259,1.267329,1.658306,130236,417054,0.000013,,-0.000239,,,,0.002167,0.010854,7,113,-0.001292,-0.020739,-0.030818,-0.027911,-0.024874,-0.035082,0.000581,0.000038,-0.005148,-0.028958,-0.035972,0.001351
2026-07-11,1783809190795,BIGTIME,0.012020,0.015387,-0.046100,0.010223,0.008260,180,0.017306,-0.000833,1.168655,0.788729,0.612499,159338,147887,0.000007,,0.000000,,,,0.002167,0.010854,7,38,0.000000,-0.012971,-0.018569,-0.015156,-0.009694,-0.037411,0.001092,0.000026,-0.007341,-0.018896,-0.028956,0.003942
2026-07-11,1783809190795,KAS,-0.000135,0.003291,-0.071175,0.000102,0.006528,235,0.006851,0.000214,0.203438,0.319577,0.279904,210233,759288,0.000010,,-0.000911,,,,0.002167,0.010854,7,89,-0.000980,-0.006759,-0.014532,-0.010814,-0.016931,-0.030416,0.000608,-0.000060,-0.000946,-0.009803,-0.012406,0.001183
2026-07-11,1783809190795,BLUR,-0.017491,-0.078482,0.129175,0.028802,0.004596,775,0.035825,-0.008222,2.147640,1.449751,1.216377,393242,1423070,-0.000004,,-0.000746,,,,0.002167,0.010854,7,174,-0.005114,-0.017468,-0.030512,-0.028788,-0.007527,-0.039993,-0.001954,-0.000090,-0.017166,-0.038411,-0.045210,0.004136
2026-07-11,1783809190795,TIA,0.008540,0.034382,0.047554,-0.029496,0.010263,540,0.018667,-0.002030,0.970420,0.976771,1.482126,995389,3075249,0.000013,0.000071,-0.000267,3.16,12623,17102,0.002167,0.010854,7,15,0.000000,-0.016298,-0.030653,-0.026232,-0.015496,-0.036846,0.001554,0.000038,-0.010551,-0.024917,-0.044668,0.000000
2026-07-11,1783809190795,BSV,-0.012866,-0.002512,-0.063072,0.014844,0.007844,720,0.020812,-0.009509,0.330348,0.387808,0.993276,144735,553504,0.000013,,0.000000,,,,0.002167,0.010854,7,120,0.002149,-0.011337,-0.018376,-0.009188,-0.012448,-0.012596,0.002742,0.000038,0.000888,-0.014052,-0.019821,0.001109
2026-07-11,1783809190795,ADA,0.008939,0.016328,-0.119238,0.000781,0.016028,415,0.029966,-0.005345,0.316466,0.379415,0.733231,3920606,24530245,0.000013,,-0.000437,,,,0.002167,0.010854,7,37,-0.002539,-0.017835,-0.032658,-0.027697,-0.026693,-0.046714,0.000532,-0.000031,-0.008235,-0.025646,-0.037233,0.001294
2026-07-11,1783809190795,MINA,0.003168,0.015272,-0.055823,-0.016517,0.006693,765,0.032045,-0.009814,1.820500,0.604164,0.482267,1498994,3140645,0.000013,,0.000000,,,,0.002167,0.010854,7,40,0.001431,-0.006178,-0.016694,-0.011743,-0.006610,-0.017126,0.007314,0.000029,-0.005645,-0.023753,-0.026078,0.001332
2026-07-11,1783809190795,POLYX,0.004513,0.008984,-0.013978,0.002231,0.006755,475,0.013088,-0.003109,1.396645,1.499689,1.219002,104896,73852,-0.000007,,-0.000430,,,,0.002167,0.010854,7,67,-0.000538,-0.012968,-0.007399,-0.002556,-0.008071,-0.026016,0.000108,-0.000004,-0.005975,-0.019105,-0.013478,0.000000
2026-07-11,1783809190795,GAS,0.020804,0.024795,-0.004170,0.011576,0.003902,130,0.007756,0.006199,3.873279,1.511421,1.086461,84135,155867,0.000013,,0.000000,,,,0.002167,0.010854,7,23,0.002233,-0.009027,-0.011353,-0.014517,-0.011446,-0.028197,0.003257,0.000038,-0.004726,-0.016495,-0.018256,0.000927
2026-07-11,1783809190795,PENDLE,-0.010156,0.032237,0.065528,-0.005137,0.005994,490,0.027260,-0.010078,0.526576,1.290699,1.806997,1068034,7050587,0.000013,0.000091,-0.000732,0.64,32147,40991,0.002167,0.010854,7,16,-0.005447,-0.019290,-0.020443,-0.017367,-0.016983,-0.008716,0.001282,0.000038,-0.010090,-0.023501,-0.026438,0.002044
2026-07-11,1783809190795,FET,-0.004565,-0.005301,-0.117177,0.016478,0.005404,440,0.017054,-0.007155,1.369786,1.908202,1.192893,460253,6512430,0.000013,,0.000000,,,,0.002167,0.010854,7,126,0.000248,-0.012951,-0.015925,-0.008923,-0.006754,-0.022060,0.000929,0.000038,-0.008310,-0.024007,-0.024315,0.000185
2026-07-11,1783809190795,NEAR,0.000894,0.005651,-0.047374,-0.013699,0.004812,475,0.010188,-0.000275,0.631361,1.184707,0.899031,7563211,76462283,0.000013,,0.000357,,,,0.002167,0.010854,7,78,-0.001314,-0.017710,-0.017237,-0.008566,-0.007252,-0.001629,0.000683,0.000038,-0.007636,-0.023013,-0.021914,0.002249
2026-07-11,1783809190795,MEME,0.019435,0.021239,-0.041528,-0.001767,0.015789,325,0.033501,0.001210,0.483616,0.270090,0.265057,207008,390538,0.000013,,0.000000,,,,0.002167,0.010854,7,28,0.001733,-0.027730,-0.029463,-0.029463,-0.025997,-0.043328,0.003466,0.000033,0.000000,-0.034602,-0.039792,0.003460
2026-07-11,1783809190795,ORDI,-0.008316,0.000373,0.010828,-0.036457,0.003714,440,0.019458,-0.006199,1.815334,0.841793,0.609646,182290,448020,0.000013,,0.000000,,,,0.002167,0.010854,7,108,-0.003041,-0.030786,-0.039279,-0.027975,-0.022093,0.005853,0.000201,0.000038,-0.008738,-0.038892,-0.045089,0.001628
2026-07-11,1783809190795,NEO,-0.011992,0.008055,-0.010756,0.011082,0.010298,630,0.012239,-0.003272,2.106096,0.787700,0.826190,119429,286911,0.000013,,-0.000404,,,,0.002167,0.010854,7,71,0.000354,-0.010317,-0.011683,-0.008395,-0.005411,-0.021696,0.001770,0.000025,-0.004630,-0.019325,-0.019979,0.000302
2026-07-11,1783809190795,ZEN,0.006805,0.012897,-0.027901,0.010080,0.007357,75,0.011085,0.003157,2.209977,1.375897,1.303762,146250,299478,0.000013,,0.000000,,,,0.002167,0.010854,7,45,-0.002283,-0.015982,-0.023712,-0.015031,-0.014936,-0.017837,-0.000095,0.000038,-0.008260,-0.024519,-0.028116,0.002627
2026-07-11,1783809190795,FIL,-0.010486,-0.006061,-0.018050,0.009362,0.004899,80,0.019564,-0.011584,5.408491,2.033816,1.555970,298765,2360870,0.000013,,-0.000319,,,,0.002167,0.010854,7,130,0.002172,-0.013721,-0.013696,-0.003501,0.001840,-0.017580,0.002747,0.000038,-0.013488,-0.027531,-0.028879,0.000378
2026-07-11,1783809190795,PYTH,-0.008242,-0.000380,0.235858,0.045337,0.009110,430,0.047361,-0.018899,0.497769,0.420229,1.424230,1038611,1915262,0.000013,,0.000000,,,,0.002167,0.010854,7,109,-0.001686,-0.011804,-0.009401,-0.004532,-0.010729,0.011530,0.001454,0.000038,-0.010903,-0.022412,-0.018715,0.000522
2026-07-11,1783809190795,SUSHI,0.010466,0.011751,0.024221,0.034204,0.009078,300,0.022816,-0.004378,2.156816,0.922688,1.044879,159846,400564,0.000013,,-0.000359,,,,0.002167,0.010854,7,51,-0.000539,-0.021779,-0.023874,-0.020583,-0.019386,-0.034345,0.000598,0.000038,-0.007147,-0.029957,-0.031386,0.000238
2026-07-11,1783809190795,IMX,-0.011720,-0.022527,-0.024731,-0.011815,0.006455,670,0.021171,-0.008606,0.466847,0.514819,0.531196,211244,2207961,0.000013,,0.000299,,,,0.002167,0.010854,7,164,-0.001044,-0.013493,-0.014835,-0.013792,-0.003206,-0.012077,-0.000224,0.000038,-0.008014,-0.019515,-0.021889,0.000223
2026-07-11,1783809190795,kBONK,-0.009790,-0.029271,-0.164395,0.051994,0.008616,475,0.025295,-0.010130,4.626897,1.381622,0.818325,3256826,9086134,-0.000009,,-0.000494,,,,0.002167,0.010854,7,167,-0.001730,-0.017297,-0.020509,-0.013837,-0.010872,-0.024957,0.000000,-0.000086,-0.007862,-0.023833,-0.024816,0.000491
2026-07-11,1783809190795,GMT,-0.009582,0.009769,-0.034981,0.006160,0.010903,585,0.021212,-0.007292,1.168877,0.646953,0.551146,89333,271655,0.000013,,0.000000,,,,0.002167,0.010854,7,61,-0.000774,-0.012777,-0.012003,-0.006840,0.000645,-0.028782,0.000645,0.000038,-0.011401,-0.018832,-0.023315,0.001025
2026-07-11,1783809190795,SUPER,-0.002353,0.000399,-0.026056,0.015535,0.005558,285,0.019101,-0.009777,2.217318,1.035505,1.689380,116602,140618,0.000013,,0.000000,,,,0.002167,0.010854,7,107,-0.001695,-0.012161,-0.008566,-0.004402,-0.003982,-0.028372,0.000000,0.000020,-0.006526,-0.018503,-0.015183,0.000113
2026-07-11,1783809190795,JUP,0.005696,0.025295,-0.112805,-0.046323,0.006270,540,0.017450,-0.002940,0.590484,0.334290,0.446581,1503938,7740780,0.000013,,-0.000494,,,,0.002167,0.010854,7,22,-0.004511,-0.023752,-0.041171,-0.034501,-0.038436,-0.039203,-0.000480,-0.000011,-0.012801,-0.036595,-0.048206,-0.000381
2026-07-11,1783809190795,kLUNC,0.009579,0.008226,-0.030155,-0.003893,0.005414,270,0.019170,0.000205,5.469803,2.201494,1.342012,105011,408002,0.000013,,0.000162,,,,0.002167,0.010854,7,70,-0.002157,-0.006113,-0.019133,-0.013523,-0.009891,-0.017009,0.001167,0.000038,-0.011213,-0.027277,-0.028722,-0.000112
2026-07-11,1783809190795,RSR,-0.011637,-0.005464,0.053763,0.015055,0.006197,425,0.025994,-0.006420,0.222628,0.208879,0.223421,69105,149421,0.000013,,0.000000,,,,0.002167,0.010854,7,127,-0.003925,-0.019623,-0.018838,-0.014914,-0.012559,-0.033752,-0.001570,0.000038,-0.010140,-0.022621,-0.026521,-0.000780
2026-07-11,1783809190795,GALA,-0.010314,-0.021326,-0.118212,0.019376,0.003793,780,0.018140,-0.008457,0.409347,0.960946,0.734850,105601,208145,0.000013,,0.000000,,,,0.002167,0.010854,7,162,-0.002838,-0.015137,-0.016083,-0.009461,-0.008042,-0.036897,0.000000,0.000038,-0.009403,-0.021157,-0.022567,0.000470
2026-07-11,1783809190795,JTO,-0.028952,-0.009439,-0.163821,-0.036758,0.004096,475,0.036699,-0.022543,3.631085,2.063536,1.149790,1072033,10265401,0.000013,,-0.000115,,,,0.002167,0.010854,7,138,-0.005719,-0.019009,-0.025678,-0.014453,-0.036133,-0.011667,0.000033,0.000038,-0.017105,-0.026738,-0.024951,0.001836
2026-07-11,1783809190795,ACE,0.000000,0.001348,-0.054707,0.005420,0.004054,245,0.014589,-0.005437,1.002568,0.850541,0.966999,72573,194398,0.000013,,0.000000,,,,0.002167,0.010854,7,102,-0.001346,-0.013459,-0.017497,-0.017497,-0.006729,-0.024226,0.000000,0.000038,-0.005369,-0.020134,-0.024161,0.002685
2026-07-11,1783809190795,WIF,-0.005936,-0.008588,-0.131639,-0.027215,0.004913,475,0.017157,-0.006540,3.559523,1.161774,0.805135,274705,2963150,0.000009,,-0.000203,,,,0.002167,0.010854,7,136,0.002495,-0.013593,-0.018387,-0.009522,-0.008537,-0.025151,0.003546,0.000025,-0.007884,-0.022739,-0.024238,0.000456
2026-07-11,1783809190795,CAKE,0.016156,0.038973,0.045553,0.016796,0.004863,60,0.003156,0.009689,1.467848,0.900473,1.262316,467206,1041694,0.000013,0.000100,0.000000,4.13,11350,11154,0.002167,0.010854,7,13,-0.001581,-0.017804,-0.021241,-0.023441,-0.025985,-0.036159,0.000550,0.000038,-0.001446,-0.018173,-0.023680,0.002547
2026-07-11,1783809190795,PEOPLE,0.000539,0.017710,0.031840,-0.018986,0.008767,365,0.023476,-0.005893,1.271499,1.137800,0.889645,126791,118464,0.000013,,0.000000,,,,0.002167,0.010854,7,34,0.002152,-0.012018,-0.023677,-0.014529,-0.016323,-0.022601,0.003946,0.000038,-0.006424,-0.019986,-0.026767,0.000714
2026-07-11,1783809190795,ENS,-0.000643,0.003226,-0.027521,0.009749,0.003941,105,0.009509,-0.002232,0.624726,0.710474,0.729178,199241,1807640,0.000013,,0.000191,,,,0.002167,0.010854,7,90,-0.001714,-0.013835,-0.018240,-0.012454,-0.011620,-0.023050,0.000095,0.000038,-0.006591,-0.019370,-0.021646,0.000142
2026-07-11,1783809190795,ETC,-0.005275,-0.003061,-0.031262,0.003527,0.001846,290,0.011843,-0.006967,0.306356,0.296267,0.269214,164881,1093997,0.000013,,-0.000028,,,,0.002167,0.010854,7,122,-0.000881,-0.009084,-0.022077,-0.018921,-0.018068,-0.027920,-0.000256,0.000030,-0.006814,-0.017079,-0.030340,-0.000085
2026-07-11,1783809190795,XAI,0.005682,-0.007013,-0.053476,0.028860,0.005682,245,0.019391,-0.005212,0.736059,0.965512,1.048917,66745,357915,0.000013,,0.000000,,,,0.002167,0.010854,7,132,0.002821,-0.012694,-0.018336,-0.014104,-0.005642,-0.028209,0.002821,0.000038,-0.004225,-0.019718,-0.021127,0.004225
2026-07-11,1783809190795,MANTA,-0.006206,-0.020058,-0.074787,0.049037,0.007045,340,0.024700,-0.010324,0.918748,0.984237,1.005424,157841,466580,0.000013,,0.000000,,,,0.002167,0.010854,7,161,-0.006248,-0.014578,-0.029677,-0.026727,0.008157,0.024471,-0.001215,0.000038,-0.013131,-0.017968,-0.041811,0.001728
2026-07-11,1783809190795,UMA,0.027170,0.031433,-0.019896,0.013314,0.058079,340,0.084950,-0.019474,0.049015,0.518326,0.575191,223669,270736,0.000007,-0.000529,0.000000,5.12,12230,10842,0.002167,0.010854,7,18,0.002922,-0.008715,-0.013636,-0.013585,-0.015302,-0.051237,0.003973,0.000008,-0.001562,-0.013543,-0.022119,0.002765
